edad_piloto,experiencia_piloto,peso_piloto,altura_piloto,presupuesto_equipo_millones,potencia_motor_hp,peso_coche_kg,downforce_kg,eficiencia_combustible,temperatura_pista_c,tipo_neumaticos,condiciones_climaticas,tiempo_vuelta_segundos,puntos_carrera,termino_podio,posicion_final,desgaste_neumaticos_vuelta,imc_piloto,relacion_potencia_peso,experiencia_edad_ratio,tipo_neumaticos_soft,tipo_neumaticos_medium,tipo_neumaticos_hard,condiciones_lluvia
36,16,71.0,178.4,135.6,700.0,800.5,431.5,0.75,22,Soft,Lluvia ligera,74.675,18.1,1,1.0,0.7317,22.3,0.874,0.444,1,0,0,1
35,5,76.7,180.7,104.11,697.0,763.4,242.7,1.021,20,Medium,Soleado,90.1,6.5,1,4.0,0.7891,23.5,0.913,0.143,0,1,0,0
20,11,81.4,177.3,183.93,681.0,793.0,466.6,0.747,42,Hard,Lluvia intensa,69.1,12.0,1,1.0,0.7699,25.9,0.859,0.55,0,0,1,1
26,1,62.2,174.6,172.14,982.0,692.1,373.3,0.918,24,Soft,Lluvia ligera,55.407,7.2,0,8.0,0.6757,20.4,1.419,0.038,1,0,0,1
35,3,62.8,188.6,156.68,595.0,735.7,389.3,0.69,42,Hard,Lluvia intensa,79.943,14.4,0,7.0,0.7599,17.7,0.809,0.086,0,0,1,1
29,8,74.6,171.0,138.07,965.0,794.0,316.0,0.718,16,Medium,Nublado,70.004,11.9,1,1.0,0.7679,25.5,1.215,0.276,0,1,0,0
21,6,64.9,179.2,145.88,986.0,790.7,286.5,0.795,24,Intermediate,Soleado,68.119,12.5,1,1.0,0.8134,20.2,1.247,0.286,0,0,0,0
37,19,71.1,164.9,154.3,969.0,728.2,511.5,0.622,16,Medium,Soleado,43.798,19.9,1,1.0,0.6073,26.1,1.331,0.514,0,1,0,0
26,19,78.8,175.1,169.73,726.0,684.6,367.5,0.816,17,Soft,Soleado,67.406,16.8,1,1.0,0.6458,25.7,1.06,0.731,1,0,0,0
26,9,77.4,174.8,91.24,950.0,610.3,339.2,0.814,24,Intermediate,Soleado,52.534,15.5,1,1.0,0.5856,25.3,1.557,0.346,0,0,0,0
33,8,69.9,178.8,184.43,788.0,901.8,336.9,0.962,30,Hard,Soleado,86.493,11.8,1,1.0,0.8696,21.9,0.874,0.242,0,0,1,0
40,10,76.8,167.9,129.86,711.0,755.3,396.3,1.217,19,Soft,Soleado,72.594,10.8,1,1.0,0.6584,27.2,0.941,0.25,1,0,0,0
27,12,68.3,174.1,69.69,883.0,755.8,306.9,0.826,44,Soft,Soleado,72.501,16.4,1,1.0,0.7658,22.5,1.168,0.444,1,0,0,0
19,15,72.5,176.6,169.1,901.0,722.6,321.6,0.883,40,Hard,Lluvia intensa,64.561,17.7,1,1.0,0.7507,23.2,1.247,0.789,0,0,1,1
30,14,64.8,173.8,118.72,1031.0,771.0,350.5,0.59,26,Intermediate,Soleado,61.22,20.2,1,1.0,0.7827,21.5,1.337,0.467,0,0,0,0
27,19,73.6,180.2,111.88,789.0,729.5,312.1,0.604,18,Soft,Lluvia ligera,70.506,16.2,1,1.0,0.7205,22.7,1.082,0.704,1,0,0,1
38,12,72.6,183.5,181.03,858.0,715.2,338.1,0.673,16,Soft,Soleado,64.347,17.1,1,1.0,0.6868,21.6,1.2,0.316,1,0,0,0
41,14,70.4,168.4,191.69,829.0,741.8,402.2,0.696,23,Medium,Soleado,59.243,16.4,1,1.0,0.6955,24.8,1.118,0.341,0,1,0,0
39,13,71.8,170.1,201.98,701.0,748.0,452.5,0.685,15,Soft,Soleado,66.156,19.4,1,1.0,0.6278,24.8,0.937,0.333,1,0,0,0
30,14,71.1,172.6,122.23,965.0,719.7,340.2,0.863,35,Intermediate,Soleado,57.228,20.2,1,1.0,0.6638,23.9,1.341,0.467,0,0,0,0
41,7,63.0,183.0,146.52,799.0,786.0,361.3,0.659,26,Soft,Soleado,73.937,10.4,1,1.0,0.7555,18.8,1.017,0.171,1,0,0,0
27,2,75.2,175.1,217.67,939.0,789.1,466.9,0.75,21,Soft,Nublado,55.405,10.7,1,3.0,0.6862,24.5,1.19,0.074,1,0,0,0
27,5,80.3,171.3,106.71,662.0,696.5,419.3,0.653,22,Soft,Nublado,64.934,11.9,0,1.0,0.603,27.4,0.95,0.185,1,0,0,0
40,5,69.2,179.0,107.06,659.0,743.0,395.1,0.876,40,Soft,Nublado,75.552,13.8,1,7.0,0.7106,21.6,0.887,0.125,1,0,0,0
40,8,68.1,169.7,136.01,753.0,738.9,299.1,0.854,37,Wet,Lluvia ligera,74.01,11.3,1,1.0,0.7439,23.6,1.019,0.2,0,0,0,1
28,16,67.0,160.8,167.51,950.0,738.0,177.9,0.852,41,Intermediate,Nublado,79.203,21.1,1,1.0,0.8315,25.9,1.287,0.571,0,0,0,0
19,4,74.4,176.1,91.56,1024.0,646.7,228.9,1.011,30,Soft,Soleado,63.542,11.0,1,1.0,0.6773,24.0,1.583,0.211,1,0,0,0
28,13,65.3,167.5,162.23,723.0,707.0,399.3,0.903,43,Soft,Soleado,66.197,15.1,1,1.0,0.7073,23.3,1.023,0.464,1,0,0,0
36,8,63.3,168.8,155.7,693.0,705.9,397.1,0.974,18,Hard,Lluvia ligera,67.419,9.0,1,1.0,0.6273,22.2,0.982,0.222,0,0,1,1
24,1,74.2,168.7,147.2,878.0,724.7,421.0,0.539,43,Medium,Soleado,59.917,13.8,1,2.0,0.72,26.1,1.212,0.042,0,1,0,0
31,2,69.9,167.5,107.67,891.0,724.7,505.3,0.938,15,Medium,Soleado,46.19,12.5,1,7.0,0.5933,24.9,1.229,0.065,0,1,0,0
35,14,67.9,190.9,125.98,848.0,708.9,279.6,0.796,44,Medium,Lluvia ligera,71.797,18.3,1,1.0,0.7601,18.6,1.196,0.4,0,1,0,1
20,7,74.2,177.6,128.85,836.0,856.5,176.5,0.719,31,Medium,Lluvia ligera,95.7,9.9,1,3.0,0.9328,23.5,0.976,0.35,0,1,0,1
36,15,73.8,179.8,140.54,790.0,805.7,306.6,0.601,24,Soft,Soleado,79.745,13.3,1,1.0,0.82,22.8,0.981,0.417,1,0,0,0
36,3,71.2,176.5,136.76,740.0,734.5,380.5,0.774,38,Intermediate,Nublado,67.687,9.0,0,1.0,0.7189,22.9,1.007,0.083,0,0,0,0
18,19,62.8,169.8,91.87,800.0,722.6,266.0,0.656,17,Soft,Lluvia ligera,74.58,18.7,1,1.0,0.6967,21.8,1.107,1.056,1,0,0,1
23,8,66.3,179.2,169.01,716.0,795.8,360.3,0.829,31,Intermediate,Nublado,74.941,13.1,1,1.0,0.7738,20.6,0.9,0.348,0,0,0,0
39,14,73.2,167.3,163.23,679.0,891.7,422.9,0.61,15,Soft,Nublado,82.225,10.0,1,4.0,0.8038,26.2,0.761,0.359,1,0,0,0
23,16,65.4,175.5,77.02,878.0,716.9,413.9,0.684,28,Medium,Soleado,58.821,14.6,1,1.0,0.6747,21.2,1.225,0.696,0,1,0,0
38,17,75.4,181.0,128.38,867.0,741.3,385.6,0.835,31,Soft,Nublado,60.109,19.9,1,1.0,0.6766,23.0,1.17,0.447,1,0,0,0
22,14,68.5,173.8,218.74,878.0,677.7,293.9,0.861,17,Medium,Soleado,65.49,14.4,1,1.0,0.6599,22.7,1.296,0.636,0,1,0,0
31,3,74.4,177.4,116.58,1012.0,846.4,275.5,0.795,38,Hard,Nublado,75.431,11.5,1,2.0,0.8628,23.6,1.196,0.097,0,0,1,0
38,1,67.8,169.2,168.31,999.0,710.0,381.8,1.064,41,Medium,Soleado,53.594,5.4,1,1.0,0.7121,23.7,1.407,0.026,0,1,0,0
38,17,75.6,171.2,83.62,914.0,759.7,336.4,0.829,41,Intermediate,Nublado,68.426,15.3,1,1.0,0.7734,25.8,1.203,0.447,0,0,0,0
19,3,72.3,172.9,131.15,953.0,760.6,464.0,0.45,28,Soft,Nublado,55.331,10.4,1,6.0,0.7052,24.2,1.253,0.158,1,0,0,0
40,9,71.5,173.2,207.46,780.0,694.6,254.8,0.455,23,Soft,Lluvia ligera,78.726,14.7,1,1.0,0.7173,23.8,1.123,0.225,1,0,0,1
20,2,71.9,175.7,130.04,931.0,783.2,354.3,0.898,30,Medium,Nublado,67.008,10.5,1,1.0,0.7818,23.3,1.189,0.1,0,1,0,0
19,2,71.2,169.5,203.74,908.0,760.3,422.8,0.666,27,Medium,Soleado,59.246,13.4,1,1.0,0.6697,24.8,1.194,0.105,0,1,0,0
34,9,69.3,178.1,182.43,918.0,727.5,253.9,0.761,26,Hard,Soleado,71.792,15.3,1,1.0,0.8155,21.8,1.262,0.265,0,0,1,0
39,3,68.4,173.5,175.09,810.0,826.3,399.9,0.533,17,Hard,Lluvia ligera,69.566,7.6,1,2.0,0.7853,22.7,0.98,0.077,0,0,1,1
33,7,59.7,167.7,59.79,852.0,733.7,416.2,0.82,36,Hard,Nublado,60.667,13.5,1,1.0,0.6821,21.2,1.161,0.212,0,0,1,0
34,16,68.8,180.4,106.98,1078.0,739.4,277.8,0.835,15,Wet,Lluvia ligera,62.202,13.7,1,1.0,0.7649,21.1,1.458,0.471,0,0,0,1
28,15,70.8,184.3,136.25,988.0,740.6,443.2,1.003,34,Wet,Soleado,52.387,14.4,1,1.0,0.7053,20.8,1.334,0.536,0,0,0,0
32,13,69.1,172.2,182.63,788.0,722.9,451.5,0.608,28,Medium,Lluvia intensa,58.239,24.3,1,1.0,0.6988,23.3,1.09,0.406,0,1,0,1
30,15,75.9,172.4,76.93,650.0,786.0,413.9,0.6,20,Medium,Soleado,72.543,13.1,1,1.0,0.7417,25.5,0.827,0.5,0,1,0,0
18,4,68.9,160.2,245.43,767.0,765.5,317.0,1.137,26,Intermediate,Soleado,75.673,13.5,1,1.0,0.7441,26.8,1.002,0.222,0,0,0,0
37,13,69.6,173.0,174.24,626.0,725.1,287.5,0.919,30,Hard,Lluvia ligera,86.795,19.6,1,1.0,0.7132,23.3,0.863,0.351,0,0,1,1
32,10,71.2,159.2,179.96,728.0,742.6,440.2,0.98,28,Soft,Nublado,70.657,13.6,1,1.0,0.654,28.1,0.98,0.312,1,0,0,0
27,19,60.4,173.1,116.0,804.0,749.8,427.2,0.726,17,Intermediate,Lluvia ligera,62.344,17.5,1,1.0,0.6482,20.2,1.072,0.704,0,0,0,1
39,2,71.6,176.9,85.95,875.0,782.4,294.3,0.768,39,Soft,Lluvia intensa,70.001,15.7,1,1.0,0.8289,22.9,1.118,0.051,1,0,0,1
35,14,61.8,173.5,166.22,786.0,571.5,461.6,0.997,28,Hard,Lluvia ligera,46.42,15.5,1,1.0,0.4994,20.5,1.375,0.4,0,0,1,1
25,19,68.5,184.8,113.5,882.0,803.1,366.6,0.664,35,Medium,Soleado,67.775,18.4,1,1.0,0.7692,20.1,1.098,0.76,0,1,0,0
32,12,69.6,177.8,121.15,1007.0,798.0,405.1,0.708,22,Medium,Soleado,56.811,18.8,1,1.0,0.7569,22.0,1.262,0.375,0,1,0,0
22,6,74.9,169.6,224.14,811.0,736.0,465.4,0.954,15,Medium,Lluvia ligera,55.993,15.0,0,1.0,0.657,26.0,1.102,0.273,0,1,0,1
41,13,68.4,172.2,139.86,763.0,776.1,381.1,0.749,44,Hard,Nublado,70.794,18.0,1,1.0,0.7558,23.1,0.983,0.317,0,0,1,0
18,4,62.8,176.6,140.61,780.0,689.2,332.1,0.504,23,Intermediate,Lluvia intensa,66.702,9.5,1,1.0,0.671,20.1,1.132,0.222,0,0,0,1
24,14,68.6,176.2,118.65,756.0,691.2,372.9,0.648,16,Hard,Lluvia ligera,69.519,15.6,1,1.0,0.6104,22.1,1.094,0.583,0,0,1,1
41,8,73.5,179.1,135.87,816.0,713.0,379.1,0.769,43,Intermediate,Nublado,65.046,15.3,1,1.0,0.6789,22.9,1.144,0.195,0,0,0,0
40,18,79.1,176.9,142.62,624.0,798.6,354.6,0.966,37,Soft,Nublado,79.474,14.4,1,1.0,0.8327,25.3,0.781,0.45,1,0,0,0
32,1,63.2,163.5,138.63,806.0,736.9,370.0,0.944,17,Medium,Nublado,66.766,12.2,0,12.0,0.6652,23.6,1.094,0.031,0,1,0,0
23,19,69.3,186.3,177.31,832.0,789.9,392.9,0.688,38,Medium,Lluvia intensa,65.434,20.8,1,1.0,0.7563,20.0,1.053,0.826,0,1,0,1
33,2,77.8,175.9,229.8,535.0,687.1,355.3,1.053,37,Medium,Soleado,77.352,2.6,0,3.0,0.6601,25.1,0.779,0.061,0,1,0,0
18,2,68.9,175.7,163.47,817.0,711.1,437.9,0.584,23,Soft,Lluvia ligera,53.139,13.7,1,1.0,0.6175,22.3,1.149,0.111,1,0,0,1
35,9,66.8,153.6,135.02,984.0,718.0,295.6,0.662,30,Intermediate,Nublado,64.843,11.3,1,1.0,0.7348,28.3,1.37,0.257,0,0,0,0
35,7,67.4,170.3,143.47,877.0,809.9,343.8,0.745,43,Wet,Lluvia ligera,71.682,9.5,1,2.0,0.807,23.2,1.083,0.2,0,0,0,1
30,5,72.9,194.9,199.11,668.0,779.4,380.8,0.649,33,Soft,Lluvia ligera,75.629,16.4,1,1.0,0.7351,19.2,0.857,0.167,1,0,0,1
22,17,69.4,182.7,129.07,842.0,681.3,305.3,0.881,19,Intermediate,Lluvia intensa,68.557,12.1,1,1.0,0.6921,20.8,1.236,0.773,0,0,0,1
35,7,60.9,180.2,225.99,1004.0,775.3,281.6,0.919,36,Soft,Soleado,71.213,10.5,1,6.0,0.8189,18.8,1.295,0.2,1,0,0,0
34,17,78.8,166.1,289.62,895.0,694.4,242.2,0.776,40,Soft,Nublado,70.037,18.5,1,1.0,0.7234,28.6,1.289,0.5,1,0,0,0
34,16,65.6,172.3,141.21,879.0,744.3,325.6,1.002,22,Medium,Soleado,67.419,13.1,1,1.0,0.7275,22.1,1.181,0.471,0,1,0,0
41,8,72.3,169.0,90.43,907.0,750.8,322.9,0.861,28,Soft,Nublado,64.899,11.0,1,1.0,0.7465,25.3,1.208,0.195,1,0,0,0
19,10,73.3,178.7,231.36,811.0,830.2,412.8,0.553,39,Hard,Nublado,70.556,25.7,1,1.0,0.8018,23.0,0.977,0.526,0,0,1,0
32,19,74.0,181.0,115.82,918.0,751.1,340.6,0.909,18,Soft,Soleado,66.81,18.4,1,1.0,0.7479,22.6,1.222,0.594,1,0,0,0
37,14,67.2,161.6,105.6,880.0,738.3,387.5,0.958,17,Wet,Lluvia intensa,62.508,10.5,1,1.0,0.6641,25.7,1.192,0.378,0,0,0,1
24,1,79.1,166.6,107.79,939.0,804.1,291.8,0.822,28,Hard,Nublado,71.735,15.3,1,1.0,0.8097,28.5,1.168,0.042,0,0,1,0
25,6,71.9,173.4,109.22,1004.0,627.2,415.7,0.57,34,Medium,Nublado,44.056,17.3,1,6.0,0.6167,23.9,1.601,0.24,0,1,0,0
19,1,66.9,184.2,200.97,956.0,696.9,426.1,0.836,21,Medium,Soleado,55.129,11.1,1,1.0,0.6245,19.7,1.372,0.053,0,1,0,0
39,11,73.4,175.4,171.51,798.0,693.0,348.2,0.721,31,Soft,Nublado,66.4,12.6,1,1.0,0.6605,23.9,1.152,0.282,1,0,0,0
22,16,67.1,176.7,103.61,1006.0,580.9,234.4,0.678,27,Soft,Nublado,57.034,12.6,1,1.0,0.635,21.5,1.732,0.727,1,0,0,0
33,1,66.2,185.8,91.88,929.0,718.5,362.5,1.089,16,Soft,Nublado,59.122,14.7,1,5.0,0.6306,19.2,1.293,0.03,1,0,0,0
19,11,77.2,172.8,17.65,830.0,710.8,336.8,0.902,42,Soft,Lluvia ligera,69.817,8.7,1,1.0,0.7239,25.9,1.168,0.579,1,0,0,1
18,4,73.1,169.7,87.5,751.0,663.5,490.2,0.702,33,Hard,Lluvia ligera,49.188,8.7,1,6.0,0.5794,25.4,1.132,0.222,0,0,1,1
35,19,75.2,181.6,151.66,802.0,750.5,343.4,0.891,36,Intermediate,Soleado,70.239,23.4,1,1.0,0.7202,22.8,1.069,0.543,0,0,0,0
38,3,68.5,188.6,124.85,782.0,731.1,398.9,0.919,25,Hard,Soleado,65.627,9.1,1,1.0,0.6815,19.3,1.07,0.079,0,0,1,0
20,3,69.6,162.9,110.73,1011.0,904.8,525.6,0.685,19,Soft,Lluvia ligera,55.637,11.1,0,2.0,0.7899,26.2,1.117,0.15,1,0,0,1
39,6,76.5,177.3,120.09,1024.0,701.1,413.8,0.773,34,Hard,Soleado,49.439,8.6,1,1.0,0.6378,24.3,1.461,0.154,0,0,1,0
35,3,78.0,170.0,199.83,730.0,721.3,301.6,0.812,43,Hard,Nublado,80.245,8.1,1,11.0,0.7565,27.0,1.012,0.086,0,0,1,0
26,16,61.8,188.6,117.55,917.0,724.5,246.5,0.949,43,Intermediate,Lluvia intensa,74.871,12.2,1,1.0,0.8197,17.4,1.266,0.615,0,0,0,1
18,7,65.0,181.0,147.64,1002.0,700.6,309.2,0.953,36,Hard,Soleado,57.436,19.2,1,1.0,0.7244,19.8,1.43,0.389,0,0,1,0
39,1,68.1,179.0,139.57,1030.0,761.4,304.8,0.669,40,Medium,Nublado,61.73,5.8,0,2.0,0.7791,21.3,1.353,0.026,0,1,0,0
37,11,65.6,170.2,154.59,791.0,807.1,276.0,0.99,25,Medium,Nublado,83.171,14.1,1,1.0,0.8486,22.6,0.98,0.297,0,1,0,0
31,14,76.8,179.6,200.91,736.0,686.8,353.6,0.876,15,Medium,Soleado,67.078,15.0,1,1.0,0.6283,23.8,1.072,0.452,0,1,0,0
32,15,69.7,173.3,97.22,919.0,715.2,384.4,0.973,34,Medium,Nublado,58.414,20.5,1,1.0,0.7096,23.2,1.285,0.469,0,1,0,0
21,19,69.8,191.9,119.95,719.0,680.5,376.2,1.218,17,Medium,Soleado,66.162,15.7,1,1.0,0.6265,19.0,1.057,0.905,0,1,0,0
27,1,71.1,182.4,154.56,718.0,811.4,261.3,1.008,23,Medium,Lluvia ligera,88.801,10.7,0,11.0,0.8306,21.4,0.885,0.037,0,1,0,1
32,19,72.4,185.4,134.22,720.0,732.5,336.6,1.023,36,Hard,Nublado,72.876,21.5,1,1.0,0.7396,21.1,0.983,0.594,0,0,1,0
36,8,71.2,169.3,184.03,814.0,804.6,218.1,0.689,41,Wet,Nublado,88.637,8.4,1,1.0,0.8844,24.8,1.012,0.222,0,0,0,0
37,3,76.5,187.3,174.3,739.0,808.8,491.1,0.818,31,Hard,Nublado,66.1,14.3,1,6.0,0.7472,21.8,0.914,0.081,0,0,1,0
36,7,75.9,169.8,175.81,922.0,758.4,305.6,0.997,20,Hard,Soleado,69.955,9.1,1,3.0,0.7796,26.3,1.216,0.194,0,0,1,0
30,14,63.9,167.0,180.64,723.0,841.2,182.4,0.809,29,Medium,Soleado,97.438,15.8,1,1.0,0.9016,22.9,0.859,0.467,0,1,0,0
25,15,77.0,180.4,142.25,835.0,820.9,378.8,0.687,23,Soft,Lluvia ligera,71.289,25.3,1,1.0,0.8139,23.7,1.017,0.6,1,0,0,1
31,14,75.9,191.9,173.61,801.0,708.2,230.4,0.788,16,Soft,Lluvia ligera,76.236,14.0,1,1.0,0.717,20.6,1.131,0.452,1,0,0,1
18,4,68.0,181.9,230.03,864.0,708.0,367.9,0.82,36,Medium,Soleado,65.833,13.8,1,1.0,0.7043,20.6,1.22,0.222,0,1,0,0
34,6,62.6,167.9,181.79,765.0,722.5,315.6,0.865,37,Soft,Soleado,75.735,8.1,1,1.0,0.7539,22.2,1.059,0.176,1,0,0,0
40,1,72.6,186.8,189.37,796.0,758.5,385.2,0.745,23,Hard,Nublado,68.829,9.7,1,5.0,0.734,20.8,1.049,0.025,0,0,1,0
27,3,66.9,173.7,147.98,897.0,756.7,373.9,0.848,34,Hard,Soleado,63.423,14.8,1,2.0,0.706,22.2,1.185,0.111,0,0,1,0
22,8,74.7,173.4,172.64,828.0,751.6,377.5,0.821,18,Soft,Nublado,63.847,17.8,1,2.0,0.6772,24.8,1.102,0.364,1,0,0,0
22,9,72.6,166.3,105.0,922.0,762.6,346.8,0.68,41,Soft,Nublado,67.904,10.7,1,1.0,0.7818,26.3,1.209,0.409,1,0,0,0
23,9,70.1,165.1,170.4,907.0,747.4,308.8,0.94,37,Soft,Nublado,73.675,16.6,1,1.0,0.7423,25.7,1.214,0.391,1,0,0,0
20,15,66.8,165.3,150.33,852.0,709.5,348.7,0.85,37,Soft,Lluvia ligera,62.752,16.0,1,1.0,0.7247,24.4,1.201,0.75,1,0,0,1
28,8,65.5,164.3,103.27,770.0,642.1,303.3,0.838,22,Soft,Nublado,67.068,10.2,1,1.0,0.6182,24.3,1.199,0.286,1,0,0,0
29,8,66.7,180.5,141.64,715.0,709.6,245.4,0.607,42,Intermediate,Nublado,80.031,16.8,1,4.0,0.7839,20.5,1.008,0.276,0,0,0,0
21,11,74.4,177.0,103.85,806.0,725.2,494.2,0.871,40,Intermediate,Soleado,54.499,10.5,1,1.0,0.6682,23.7,1.111,0.524,0,0,0,0
24,9,71.6,179.7,172.17,785.0,738.4,338.2,0.823,39,Soft,Nublado,70.264,13.8,1,1.0,0.7298,22.2,1.063,0.375,1,0,0,0
29,19,71.4,175.0,194.73,960.0,778.1,419.5,1.003,40,Soft,Nublado,60.838,23.8,1,1.0,0.732,23.3,1.234,0.655,1,0,0,0
37,9,76.3,189.2,96.93,861.0,749.1,292.7,0.783,21,Soft,Soleado,72.17,10.2,1,1.0,0.7948,21.3,1.149,0.243,1,0,0,0
29,14,61.6,185.8,96.45,786.0,711.9,277.3,0.872,15,Soft,Nublado,77.028,14.8,1,1.0,0.7024,17.8,1.104,0.483,1,0,0,0
34,5,69.2,173.9,113.82,919.0,697.0,339.7,1.167,42,Medium,Soleado,59.263,7.1,1,1.0,0.7274,22.9,1.319,0.147,0,1,0,0
33,1,63.0,164.8,113.91,943.0,714.1,349.7,0.401,23,Soft,Lluvia ligera,56.866,8.5,1,1.0,0.6778,23.2,1.321,0.03,1,0,0,1
19,14,78.4,168.2,134.98,822.0,801.9,431.4,0.981,16,Medium,Soleado,67.187,17.1,1,1.0,0.7089,27.7,1.025,0.737,0,1,0,0
30,14,67.4,161.7,187.31,825.0,794.1,294.5,0.689,29,Soft,Soleado,81.183,19.0,1,1.0,0.791,25.8,1.039,0.467,1,0,0,0
40,4,66.7,166.5,158.99,916.0,738.8,358.8,0.655,28,Intermediate,Nublado,65.132,9.7,1,1.0,0.7328,24.1,1.24,0.1,0,0,0,0
27,11,60.3,181.2,164.23,897.0,728.2,390.3,0.475,26,Soft,Nublado,60.574,22.1,1,1.0,0.6871,18.4,1.232,0.407,1,0,0,0
20,16,58.5,173.5,139.89,915.0,728.4,375.0,0.833,16,Soft,Soleado,58.47,17.9,1,1.0,0.6636,19.4,1.256,0.8,1,0,0,0
19,12,69.1,172.3,120.34,639.0,756.2,282.5,0.556,23,Hard,Lluvia ligera,85.304,14.0,1,1.0,0.7502,23.3,0.845,0.632,0,0,1,1
38,1,74.3,166.1,145.37,1002.0,762.7,310.6,0.54,32,Wet,Soleado,66.208,13.3,0,4.0,0.7808,26.9,1.314,0.026,0,0,0,0
20,8,69.2,181.1,262.07,929.0,715.9,352.2,0.86,32,Soft,Soleado,60.677,13.7,1,1.0,0.712,21.1,1.298,0.4,1,0,0,0
34,18,72.0,190.2,84.56,788.0,693.6,268.1,0.895,23,Soft,Lluvia ligera,74.959,18.4,1,1.0,0.6819,19.9,1.136,0.529,1,0,0,1
24,6,71.3,185.0,175.35,876.0,695.1,347.2,0.521,18,Medium,Soleado,65.857,4.3,1,4.0,0.68,20.8,1.26,0.25,0,1,0,0
33,19,74.4,160.5,148.8,914.0,791.1,449.1,0.856,42,Soft,Lluvia intensa,59.174,25.0,1,1.0,0.7596,28.9,1.155,0.576,1,0,0,1
24,12,64.0,163.0,156.89,863.0,680.3,300.0,1.03,34,Medium,Lluvia intensa,67.814,10.6,1,1.0,0.7329,24.1,1.269,0.5,0,1,0,1
31,15,69.8,178.1,127.32,772.0,829.8,325.9,0.884,16,Medium,Nublado,82.328,17.3,1,1.0,0.8307,22.0,0.93,0.484,0,1,0,0
33,12,70.6,174.0,159.31,1011.0,692.0,536.5,1.03,28,Hard,Soleado,30.719,11.5,1,1.0,0.5852,23.3,1.461,0.364,0,0,1,0
30,12,75.8,174.9,203.2,1024.0,746.2,351.3,0.677,35,Soft,Soleado,57.793,18.0,1,1.0,0.7305,24.8,1.372,0.4,1,0,0,0
29,3,72.2,190.9,200.66,931.0,724.0,317.4,0.982,38,Medium,Lluvia intensa,70.393,10.9,1,4.0,0.7577,19.8,1.286,0.103,0,1,0,1
30,19,73.7,165.3,182.08,858.0,758.1,339.8,0.917,21,Wet,Nublado,68.418,18.4,1,1.0,0.6948,27.0,1.132,0.633,0,0,0,0
38,19,72.5,185.0,231.79,940.0,729.6,394.3,0.891,40,Soft,Lluvia ligera,58.781,20.9,1,1.0,0.7082,21.2,1.288,0.5,1,0,0,1
30,17,71.4,173.6,103.18,885.0,773.2,448.6,0.853,41,Intermediate,Nublado,59.216,15.7,1,1.0,0.7456,23.7,1.145,0.567,0,0,0,0
40,18,68.5,166.6,131.28,805.0,789.3,228.6,1.006,23,Medium,Soleado,87.47,18.5,1,1.0,0.8175,24.7,1.02,0.45,0,1,0,0
39,6,62.6,178.3,291.05,921.0,717.9,345.5,0.793,32,Soft,Lluvia intensa,63.823,12.9,1,2.0,0.7005,19.7,1.283,0.154,1,0,0,1
29,15,65.9,173.5,211.66,941.0,707.9,364.3,0.79,38,Wet,Lluvia ligera,60.583,23.8,1,1.0,0.6887,21.9,1.329,0.517,0,0,0,1
22,7,70.7,175.7,92.22,839.0,720.0,391.6,0.937,17,Medium,Soleado,60.94,12.8,1,1.0,0.6867,22.9,1.165,0.318,0,1,0,0
39,19,77.5,177.5,145.87,626.0,736.8,384.5,0.908,30,Medium,Lluvia intensa,76.755,18.5,1,1.0,0.7122,24.6,0.85,0.487,0,1,0,1
38,2,76.5,177.2,47.06,858.0,771.3,252.2,0.549,30,Medium,Soleado,79.56,4.9,1,11.0,0.8334,24.4,1.112,0.053,0,1,0,0
39,14,67.1,181.4,243.0,786.0,764.2,350.5,0.755,19,Soft,Lluvia ligera,71.406,15.2,1,1.0,0.724,20.4,1.029,0.359,1,0,0,1
32,2,69.7,162.7,177.58,1057.0,723.4,424.2,0.944,27,Hard,Lluvia intensa,47.752,10.7,1,1.0,0.6723,26.3,1.461,0.062,0,0,1,1
29,18,66.2,196.2,212.68,865.0,792.8,325.3,0.705,35,Medium,Soleado,71.305,13.3,1,1.0,0.7896,17.2,1.091,0.621,0,1,0,0
19,1,66.5,165.5,257.75,863.0,742.1,309.1,0.516,16,Medium,Soleado,71.701,16.1,1,1.0,0.7334,24.3,1.163,0.053,0,1,0,0
21,11,70.3,180.1,181.15,761.0,796.5,323.4,1.258,17,Hard,Soleado,79.382,11.9,1,1.0,0.7893,21.7,0.955,0.524,0,0,1,0
19,9,70.6,168.7,161.92,687.0,722.5,132.4,0.783,34,Soft,Nublado,95.848,10.2,1,1.0,0.8554,24.8,0.951,0.474,1,0,0,0
36,15,71.0,172.2,161.68,737.0,732.3,396.2,0.598,25,Hard,Nublado,68.957,16.6,1,1.0,0.7138,23.9,1.006,0.417,0,0,1,0
25,2,62.0,170.9,214.96,912.0,788.0,507.6,0.721,42,Hard,Lluvia intensa,50.643,8.9,1,1.0,0.7038,21.2,1.157,0.08,0,0,1,1
36,2,65.2,173.1,250.17,938.0,754.0,432.7,0.783,25,Intermediate,Lluvia intensa,55.997,12.4,1,1.0,0.6847,21.8,1.244,0.056,0,0,0,1
35,3,63.9,179.9,84.98,864.0,725.6,398.3,0.716,28,Hard,Nublado,60.261,12.1,1,7.0,0.6559,19.7,1.191,0.086,0,0,1,0
